YearStart,YearEnd,LocationAbbr,LocationDesc,DataSource,Topic,Question,Response,DataValueUnit,DataValueType,DataValue,DataValueAlt,DataValueFootnoteSymbol,DatavalueFootnote,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,StratificationCategory3,Stratification3,GeoLocation,ResponseID,LocationID,TopicID,QuestionID,DataValueTypeID,StratificationCategoryID1,StratificationID1,StratificationCategoryID2,StratificationID2,StratificationCategoryID3,StratificationID3,OriginalDataValue
2015,2015,NE,Nebraska,STATE,Tobacco,States that allow stronger local tobacco control and prevention laws,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-99.36572062299967 41.6410409880005),,31,TOB,TOB4_0,YESNO,OVERALL,OVR,,,,,Yes
2020,2020,OK,Oklahoma,STATE,Tobacco,Amount of tobacco product excise tax,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-97.52107021399968 35.47203135600046),,40,TOB,TOB7_0,YESNO,OVERALL,OVR,,,,,No
2018,2018,MS,Mississippi,STATE,Tobacco,Amount of tobacco product excise tax,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-89.53803082499968 32.745510099000455),,28,TOB,TOB7_0,YESNO,OVERALL,OVR,,,,,No
2016,2016,SD,South Dakota,STATE,Tobacco,States that allow stronger local tobacco control and prevention laws,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-100.3735306369997 44.353130053000484),,46,TOB,TOB4_0,YESNO,OVERALL,OVR,,,,,No
2015,2015,NJ,New Jersey,STATE,Tobacco,Amount of tobacco product excise tax,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-74.27369128799967 40.13057004800049),,34,TOB,TOB7_0,YESNO,OVERALL,OVR,,,,,No
2016,2016,ID,Idaho,STATE,Tobacco,Amount of tobacco product excise tax,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-114.3637300419997 43.682630005000476),,16,TOB,TOB7_0,YESNO,OVERALL,OVR,,,,,No
2016,2016,AL,Alabama,STATE,Tobacco,Amount of tobacco product excise tax,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-86.63186076199969 32.84057112200048),,1,TOB,TOB7_0,YESNO,OVERALL,OVR,,,,,No
2018,2018,PR,Puerto Rico,STATE,Tobacco,States with strong polices that require retail licenses to sell tobacco products,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-66.590149 18.220833),,72,TOB,TOB5_0,YESNO,OVERALL,OVR,,,,,Yes
2017,2017,GU,Guam,STATE,Tobacco,Amount of tobacco product excise tax,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (144.793731 13.444304),,66,TOB,TOB7_0,YESNO,OVERALL,OVR,,,,,No
2014,2014,NV,Nevada,STATE,Tobacco,States that allow stronger local tobacco control and prevention laws,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-117.07184056399967 39.493240390000494),,32,TOB,TOB4_0,YESNO,OVERALL,OVR,,,,,No
2015,2015,GA,Georgia,STATE,Tobacco,States that allow stronger local tobacco control and prevention laws,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-83.62758034599966 32.83968109300048),,13,TOB,TOB4_0,YESNO,OVERALL,OVR,,,,,Yes
2014,2014,CA,California,STATE,Tobacco,States with strong polices that require retail licenses to sell tobacco products,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-120.99999953799971 37.63864012300047),,6,TOB,TOB5_0,YESNO,OVERALL,OVR,,,,,Yes
2019,2019,WA,Washington,STATE,Tobacco,Amount of tobacco product excise tax,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-120.47001078999972 47.52227862900048),,53,TOB,TOB7_0,YESNO,OVERALL,OVR,,,,,No
2019,2019,OK,Oklahoma,STATE,Tobacco,States with strong polices that require retail licenses to sell tobacco products,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-97.52107021399968 35.47203135600046),,40,TOB,TOB5_0,YESNO,OVERALL,OVR,,,,,Yes
2014,2014,NC,North Carolina,STATE,Tobacco,States with strong polices that require retail licenses to sell tobacco products,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-79.15925046299964 35.466220975000454),,37,TOB,TOB5_0,YESNO,OVERALL,OVR,,,,,No
2015,2015,MN,Minnesota,STATE,Tobacco,Amount of tobacco product excise tax,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-94.79420050299967 46.35564873600049),,27,TOB,TOB7_0,YESNO,OVERALL,OVR,,,,,Yes
2020,2020,PA,Pennsylvania,STATE,Tobacco,States that allow stronger local tobacco control and prevention laws,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-77.86070029399963 40.79373015200048),,42,TOB,TOB4_0,YESNO,OVERALL,OVR,,,,,No
2013,2013,OH,Ohio,STATE,Tobacco,States that allow stronger local tobacco control and prevention laws,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-82.40426005599966 40.06021014100048),,39,TOB,TOB4_0,YESNO,OVERALL,OVR,,,,,Yes
2013,2013,VA,Virginia,STATE,Tobacco,Amount of tobacco product excise tax,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-78.45789046299967 37.54268067400045),,51,TOB,TOB7_0,YESNO,OVERALL,OVR,,,,,No
2018,2018,DE,Delaware,STATE,Tobacco,States that allow stronger local tobacco control and prevention laws,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-75.57774116799965 39.008830667000495),,10,TOB,TOB4_0,YESNO,OVERALL,OVR,,,,,No
2016,2016,OR,Oregon,STATE,Tobacco,Amount of tobacco product excise tax,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-120.15503132599969 44.56744942400047),,41,TOB,TOB7_0,YESNO,OVERALL,OVR,,,,,No
2018,2018,LA,Louisiana,STATE,Tobacco,States that allow stronger local tobacco control and prevention laws,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-92.44568007099969 31.31266064400046),,22,TOB,TOB4_0,YESNO,OVERALL,OVR,,,,,No
2015,2015,AK,Alaska,STATE,Tobacco,Amount of tobacco product excise tax,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-147.72205903599973 64.84507995700051),,2,TOB,TOB7_0,YESNO,OVERALL,OVR,,,,,No
2017,2017,MD,Maryland,STATE,Tobacco,States that allow stronger local tobacco control and prevention laws,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-76.60926011099963 39.29058096400047),,24,TOB,TOB4_0,YESNO,OVERALL,OVR,,,,,No
2014,2014,MD,Maryland,STATE,Tobacco,Amount of tobacco product excise tax,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-76.60926011099963 39.29058096400047),,24,TOB,TOB7_0,YESNO,OVERALL,OVR,,,,,No
2018,2018,WA,Washington,STATE,Tobacco,Amount of tobacco product excise tax,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-120.47001078999972 47.52227862900048),,53,TOB,TOB7_0,YESNO,OVERALL,OVR,,,,,No
2021,2021,NJ,New Jersey,STATE,Tobacco,States with strong polices that require retail licenses to sell tobacco products,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-74.27369128799967 40.13057004800049),,34,TOB,TOB5_0,YESNO,OVERALL,OVR,,,,,Yes
2021,2021,LA,Louisiana,STATE,Tobacco,Amount of tobacco product excise tax,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-92.44568007099969 31.31266064400046),,22,TOB,TOB7_0,YESNO,OVERALL,OVR,,,,,No
2018,2018,SD,South Dakota,STATE,Tobacco,States with strong polices that require retail licenses to sell tobacco products,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-100.3735306369997 44.353130053000484),,46,TOB,TOB5_0,YESNO,OVERALL,OVR,,,,,No
2014,2014,WV,West Virginia,STATE,Tobacco,States with strong polices that require retail licenses to sell tobacco products,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-80.71264013499967 38.66551020200046),,54,TOB,TOB5_0,YESNO,OVERALL,OVR,,,,,Yes
2019,2019,TN,Tennessee,STATE,Tobacco,States with strong polices that require retail licenses to sell tobacco products,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-85.77449091399967 35.68094058000048),,47,TOB,TOB5_0,YESNO,OVERALL,OVR,,,,,No
2018,2018,NE,Nebraska,STATE,Tobacco,Amount of tobacco product excise tax,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-99.36572062299967 41.6410409880005),,31,TOB,TOB7_0,YESNO,OVERALL,OVR,,,,,No
2018,2018,PA,Pennsylvania,STATE,Tobacco,Amount of tobacco product excise tax,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-77.86070029399963 40.79373015200048),,42,TOB,TOB7_0,YESNO,OVERALL,OVR,,,,,No
2019,2019,MO,Missouri,STATE,Tobacco,States that allow stronger local tobacco control and prevention laws,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-92.56630005299968 38.635790776000476),,29,TOB,TOB4_0,YESNO,OVERALL,OVR,,,,,Yes
2016,2016,SC,South Carolina,STATE,Tobacco,States with strong polices that require retail licenses to sell tobacco products,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-81.04537120699968 33.998821303000454),,45,TOB,TOB5_0,YESNO,OVERALL,OVR,,,,,No
2019,2019,NC,North Carolina,STATE,Tobacco,Amount of tobacco product excise tax,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-79.15925046299964 35.466220975000454),,37,TOB,TOB7_0,YESNO,OVERALL,OVR,,,,,No
2018,2018,NV,Nevada,STATE,Tobacco,Amount of tobacco product excise tax,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-117.07184056399967 39.493240390000494),,32,TOB,TOB7_0,YESNO,OVERALL,OVR,,,,,No
2014,2014,WY,Wyoming,STATE,Tobacco,States that allow stronger local tobacco control and prevention laws,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-108.10983035299967 43.23554134300048),,56,TOB,TOB4_0,YESNO,OVERALL,OVR,,,,,No
2014,2014,KY,Kentucky,STATE,Tobacco,States with strong polices that require retail licenses to sell tobacco products,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-84.77497104799966 37.645970271000465),,21,TOB,TOB5_0,YESNO,OVERALL,OVR,,,,,No
2019,2019,DE,Delaware,STATE,Tobacco,States that allow stronger local tobacco control and prevention laws,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-75.57774116799965 39.008830667000495),,10,TOB,TOB4_0,YESNO,OVERALL,OVR,,,,,No
2015,2015,PR,Puerto Rico,STATE,Tobacco,States that allow stronger local tobacco control and prevention laws,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-66.590149 18.220833),,72,TOB,TOB4_0,YESNO,OVERALL,OVR,,,,,Yes
2016,2016,WV,West Virginia,STATE,Tobacco,Amount of tobacco product excise tax,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-80.71264013499967 38.66551020200046),,54,TOB,TOB7_0,YESNO,OVERALL,OVR,,,,,No
2013,2013,MA,Massachusetts,STATE,Tobacco,States that allow stronger local tobacco control and prevention laws,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-72.08269067499964 42.27687047000046),,25,TOB,TOB4_0,YESNO,OVERALL,OVR,,,,,No
2016,2016,DC,District of Columbia,STATE,Tobacco,States that allow stronger local tobacco control and prevention laws,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-77.036871 38.907192),,11,TOB,TOB4_0,YESNO,OVERALL,OVR,,,,,Yes
2017,2017,UT,Utah,STATE,Tobacco,States with strong polices that require retail licenses to sell tobacco products,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-111.58713063499971 39.360700171000474),,49,TOB,TOB5_0,YESNO,OVERALL,OVR,,,,,Yes
2015,2015,DE,Delaware,STATE,Tobacco,Amount of tobacco product excise tax,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-75.57774116799965 39.008830667000495),,10,TOB,TOB7_0,YESNO,OVERALL,OVR,,,,,No
2017,2017,VA,Virginia,STATE,Tobacco,States that allow stronger local tobacco control and prevention laws,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-78.45789046299967 37.54268067400045),,51,TOB,TOB4_0,YESNO,OVERALL,OVR,,,,,No
2018,2018,MD,Maryland,STATE,Tobacco,States that allow stronger local tobacco control and prevention laws,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-76.60926011099963 39.29058096400047),,24,TOB,TOB4_0,YESNO,OVERALL,OVR,,,,,No
2019,2019,CT,Connecticut,STATE,Tobacco,Amount of tobacco product excise tax,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-72.64984095199964 41.56266102000046),,9,TOB,TOB7_0,YESNO,OVERALL,OVR,,,,,No
2019,2019,AK,Alaska,STATE,Tobacco,States with strong polices that require retail licenses to sell tobacco products,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-147.72205903599973 64.84507995700051),,2,TOB,TOB5_0,YESNO,OVERALL,OVR,,,,,Yes
2016,2016,KS,Kansas,STATE,Tobacco,Amount of tobacco product excise tax,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-98.20078122699965 38.34774030000045),,20,TOB,TOB7_0,YESNO,OVERALL,OVR,,,,,No
2013,2013,ID,Idaho,STATE,Tobacco,States with strong polices that require retail licenses to sell tobacco products,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-114.3637300419997 43.682630005000476),,16,TOB,TOB5_0,YESNO,OVERALL,OVR,,,,,No
2019,2019,CT,Connecticut,STATE,Tobacco,States that allow stronger local tobacco control and prevention laws,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-72.64984095199964 41.56266102000046),,9,TOB,TOB4_0,YESNO,OVERALL,OVR,,,,,No
2018,2018,MO,Missouri,STATE,Tobacco,Amount of tobacco product excise tax,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-92.56630005299968 38.635790776000476),,29,TOB,TOB7_0,YESNO,OVERALL,OVR,,,,,No
2018,2018,CT,Connecticut,STATE,Tobacco,States with strong polices that require retail licenses to sell tobacco products,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-72.64984095199964 41.56266102000046),,9,TOB,TOB5_0,YESNO,OVERALL,OVR,,,,,Yes
2021,2021,NY,New York,STATE,Tobacco,Amount of tobacco product excise tax,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-75.54397042699964 42.82700103200045),,36,TOB,TOB7_0,YESNO,OVERALL,OVR,,,,,No
2021,2021,GA,Georgia,STATE,Tobacco,Amount of tobacco product excise tax,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-83.62758034599966 32.83968109300048),,13,TOB,TOB7_0,YESNO,OVERALL,OVR,,,,,No
2017,2017,NV,Nevada,STATE,Tobacco,States that allow stronger local tobacco control and prevention laws,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-117.07184056399967 39.493240390000494),,32,TOB,TOB4_0,YESNO,OVERALL,OVR,,,,,No
2021,2021,VT,Vermont,STATE,Tobacco,States that allow stronger local tobacco control and prevention laws,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-72.51764079099962 43.62538123900049),,50,TOB,TOB4_0,YESNO,OVERALL,OVR,,,,,Yes
2021,2021,WI,Wisconsin,STATE,Tobacco,States that allow stronger local tobacco control and prevention laws,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-89.81637074199966 44.39319117400049),,55,TOB,TOB4_0,YESNO,OVERALL,OVR,,,,,No
2015,2015,ND,North Dakota,STATE,Tobacco,States with strong polices that require retail licenses to sell tobacco products,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-100.11842104899966 47.47531977900047),,38,TOB,TOB5_0,YESNO,OVERALL,OVR,,,,,Yes
2013,2013,IA,Iowa,STATE,Tobacco,States with strong polices that require retail licenses to sell tobacco products,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-93.81649055599968 42.46940091300047),,19,TOB,TOB5_0,YESNO,OVERALL,OVR,,,,,Yes
2014,2014,MD,Maryland,STATE,Tobacco,States with strong polices that require retail licenses to sell tobacco products,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-76.60926011099963 39.29058096400047),,24,TOB,TOB5_0,YESNO,OVERALL,OVR,,,,,Yes
2016,2016,UT,Utah,STATE,Tobacco,States with strong polices that require retail licenses to sell tobacco products,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-111.58713063499971 39.360700171000474),,49,TOB,TOB5_0,YESNO,OVERALL,OVR,,,,,Yes
2018,2018,AL,Alabama,STATE,Tobacco,Amount of tobacco product excise tax,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-86.63186076199969 32.84057112200048),,1,TOB,TOB7_0,YESNO,OVERALL,OVR,,,,,No
2017,2017,OR,Oregon,STATE,Tobacco,Amount of tobacco product excise tax,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-120.15503132599969 44.56744942400047),,41,TOB,TOB7_0,YESNO,OVERALL,OVR,,,,,No
2013,2013,GA,Georgia,STATE,Tobacco,States with strong polices that require retail licenses to sell tobacco products,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-83.62758034599966 32.83968109300048),,13,TOB,TOB5_0,YESNO,OVERALL,OVR,,,,,Yes
2020,2020,ME,Maine,STATE,Tobacco,States with strong polices that require retail licenses to sell tobacco products,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-68.98503133599962 45.254228894000505),,23,TOB,TOB5_0,YESNO,OVERALL,OVR,,,,,Yes
2018,2018,WV,West Virginia,STATE,Tobacco,States that allow stronger local tobacco control and prevention laws,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-80.71264013499967 38.66551020200046),,54,TOB,TOB4_0,YESNO,OVERALL,OVR,,,,,Yes
2015,2015,OH,Ohio,STATE,Tobacco,States that allow stronger local tobacco control and prevention laws,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-82.40426005599966 40.06021014100048),,39,TOB,TOB4_0,YESNO,OVERALL,OVR,,,,,Yes
2017,2017,OK,Oklahoma,STATE,Tobacco,States with strong polices that require retail licenses to sell tobacco products,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-97.52107021399968 35.47203135600046),,40,TOB,TOB5_0,YESNO,OVERALL,OVR,,,,,Yes
2018,2018,TX,Texas,STATE,Tobacco,Amount of tobacco product excise tax,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-99.42677020599967 31.827240407000488),,48,TOB,TOB7_0,YESNO,OVERALL,OVR,,,,,No
2019,2019,ID,Idaho,STATE,Tobacco,States with strong polices that require retail licenses to sell tobacco products,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-114.3637300419997 43.682630005000476),,16,TOB,TOB5_0,YESNO,OVERALL,OVR,,,,,No
2021,2021,FL,Florida,STATE,Tobacco,States with strong polices that require retail licenses to sell tobacco products,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-81.92896053899966 28.932040377000476),,12,TOB,TOB5_0,YESNO,OVERALL,OVR,,,,,Yes
2019,2019,MS,Mississippi,STATE,Tobacco,Amount of tobacco product excise tax,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-89.53803082499968 32.745510099000455),,28,TOB,TOB7_0,YESNO,OVERALL,OVR,,,,,No
2019,2019,NJ,New Jersey,STATE,Tobacco,Amount of tobacco product excise tax,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-74.27369128799967 40.13057004800049),,34,TOB,TOB7_0,YESNO,OVERALL,OVR,,,,,No
2017,2017,PR,Puerto Rico,STATE,Tobacco,States with strong polices that require retail licenses to sell tobacco products,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-66.590149 18.220833),,72,TOB,TOB5_0,YESNO,OVERALL,OVR,,,,,Yes
2015,2015,OK,Oklahoma,STATE,Tobacco,Amount of tobacco product excise tax,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-97.52107021399968 35.47203135600046),,40,TOB,TOB7_0,YESNO,OVERALL,OVR,,,,,No
2019,2019,ME,Maine,STATE,Tobacco,Amount of tobacco product excise tax,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-68.98503133599962 45.254228894000505),,23,TOB,TOB7_0,YESNO,OVERALL,OVR,,,,,No
2016,2016,VT,Vermont,STATE,Tobacco,States with strong polices that require retail licenses to sell tobacco products,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-72.51764079099962 43.62538123900049),,50,TOB,TOB5_0,YESNO,OVERALL,OVR,,,,,Yes
2015,2015,MS,Mississippi,STATE,Tobacco,States with strong polices that require retail licenses to sell tobacco products,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-89.53803082499968 32.745510099000455),,28,TOB,TOB5_0,YESNO,OVERALL,OVR,,,,,Yes
2016,2016,VI,Virgin Islands,STATE,Tobacco,Amount of tobacco product excise tax,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-64.896335 18.335765),,78,TOB,TOB7_0,YESNO,OVERALL,OVR,,,,,No
2020,2020,FL,Florida,STATE,Tobacco,Amount of tobacco product excise tax,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-81.92896053899966 28.932040377000476),,12,TOB,TOB7_0,YESNO,OVERALL,OVR,,,,,No
2016,2016,GU,Guam,STATE,Tobacco,Amount of tobacco product excise tax,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (144.793731 13.444304),,66,TOB,TOB7_0,YESNO,OVERALL,OVR,,,,,No
2015,2015,IN,Indiana,STATE,Tobacco,Amount of tobacco product excise tax,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-86.14996019399968 39.766910452000445),,18,TOB,TOB7_0,YESNO,OVERALL,OVR,,,,,No
2021,2021,KY,Kentucky,STATE,Tobacco,States that allow stronger local tobacco control and prevention laws,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-84.77497104799966 37.645970271000465),,21,TOB,TOB4_0,YESNO,OVERALL,OVR,,,,,No
2021,2021,GU,Guam,STATE,Tobacco,States with strong polices that require retail licenses to sell tobacco products,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (144.793731 13.444304),,66,TOB,TOB5_0,YESNO,OVERALL,OVR,,,,,Yes
2019,2019,WY,Wyoming,STATE,Tobacco,Amount of tobacco product excise tax,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-108.10983035299967 43.23554134300048),,56,TOB,TOB7_0,YESNO,OVERALL,OVR,,,,,No
2015,2015,GU,Guam,STATE,Tobacco,States with strong polices that require retail licenses to sell tobacco products,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (144.793731 13.444304),,66,TOB,TOB5_0,YESNO,OVERALL,OVR,,,,,Yes
2017,2017,WA,Washington,STATE,Tobacco,States that allow stronger local tobacco control and prevention laws,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-120.47001078999972 47.52227862900048),,53,TOB,TOB4_0,YESNO,OVERALL,OVR,,,,,No
2015,2015,AR,Arkansas,STATE,Tobacco,States that allow stronger local tobacco control and prevention laws,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-92.27449074299966 34.74865012400045),,5,TOB,TOB4_0,YESNO,OVERALL,OVR,,,,,Yes
2020,2020,NH,New Hampshire,STATE,Tobacco,States with strong polices that require retail licenses to sell tobacco products,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-71.50036091999965 43.65595011300047),,33,TOB,TOB5_0,YESNO,OVERALL,OVR,,,,,Yes
2018,2018,MD,Maryland,STATE,Tobacco,Amount of tobacco product excise tax,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-76.60926011099963 39.29058096400047),,24,TOB,TOB7_0,YESNO,OVERALL,OVR,,,,,No
2020,2020,MN,Minnesota,STATE,Tobacco,States with strong polices that require retail licenses to sell tobacco products,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-94.79420050299967 46.35564873600049),,27,TOB,TOB5_0,YESNO,OVERALL,OVR,,,,,Yes
2015,2015,SD,South Dakota,STATE,Tobacco,States that allow stronger local tobacco control and prevention laws,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-100.3735306369997 44.353130053000484),,46,TOB,TOB4_0,YESNO,OVERALL,OVR,,,,,No
2020,2020,NJ,New Jersey,STATE,Tobacco,States that allow stronger local tobacco control and prevention laws,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-74.27369128799967 40.13057004800049),,34,TOB,TOB4_0,YESNO,OVERALL,OVR,,,,,Yes
2013,2013,MI,Michigan,STATE,Tobacco,States that allow stronger local tobacco control and prevention laws,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-84.71439026999968 44.6613195430005),,26,TOB,TOB4_0,YESNO,OVERALL,OVR,,,,,No
2016,2016,GU,Guam,STATE,Tobacco,States that allow stronger local tobacco control and prevention laws,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (144.793731 13.444304),,66,TOB,TOB4_0,YESNO,OVERALL,OVR,,,,,Yes
2015,2015,AZ,Arizona,STATE,Tobacco,States that allow stronger local tobacco control and prevention laws,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-111.76381127699972 34.865970280000454),,4,TOB,TOB4_0,YESNO,OVERALL,OVR,,,,,Yes
